Month,CPI_SA,Core_SA,Services_SA,PPI_SA,CoreGoods_SA,PPI_Mfg_SA,USDTRY,EURTRY
2023-03-01,1256.953869,1142.751755,1119.877645,2147.44,815.195827,2009.08,18.98639347826087,20.307130434782607
2023-04-01,1286.200863,1163.267969,1172.779205,2164.94,835.2148865,2060.19,19.319642105263156,21.167949999999998
2023-05-01,1292.583074,1168.700703,1214.642882,2179.02,863.4986045,2086.22,19.70178095238095,21.444783333333334
2023-06-01,1348.816263,1211.288329,1246.135176,2320.72,884.0236163,2214.51,23.085265789473684,24.966749999999998
2023-07-01,1482.474419,1330.940519,1366.531586,2511.75,950.098582,2419.52,26.446538095238097,29.23039285714286
2023-08-01,1629.884551,1467.23752,1497.373416,2659.6,1027.458599,2550.31,26.974852272727276,29.455199999999998
2023-09-01,1706.37304,1525.048935,1613.948869,2749.98,1062.430015,2628.6,26.965183333333336,28.846440476190477
2023-10-01,1761.49737,1577.963769,1696.204691,2803.29,1095.750048,2689.5,27.82107272727273,29.383195454545454
2023-11-01,1819.562623,1630.30961,1785.775536,2882.04,1123.086177,2750.15,28.61133409090909,30.874731818181818
2023-12-01,1880.172281,1691.448408,1867.537372,2915.02,1157.638324,2805.26,29.048709523809524,31.686364285714284
2024-01-01,1971.324923,1770.137911,2002.875473,3035.59,1193.823816,2951.38,30.02672500,32.783775000000006
2024-02-01,2054.086421,1845.741867,2126.225276,3149.03,1230.328727,3086.11,30.73180000,33.166938095238095
